ID,NAME,KANA,RESPONSE,PREFEC,DISTRICT,PR,PRBLOCK,PARTY,INCUMB,TERM,SEX,AGE,RESULT,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q3_1_1,Q3_1_2,Q3_1_3,Q3_1_4,Q3_1_5,Q3_1_6,Q3_1_7,Q3_1_8,Q3_1_9,Q3_1_10,Q3_1_11,Q3_2_1,Q3_2_2,Q3_2_3,Q3_2_4,Q3_2_5,Q3_2_6,Q3_2_7,Q3_2_8,Q3_2_9,Q3_2_10,Q3_2_11,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q6_16,Q6_17,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q8,SQ8_1,SQ8_2,SQ8_3,SQ8_4,SQ8_5,SQ8_6,SQ8_7,SQ8_8,SQ8_9,SQ8_10,SQ8_11,SQ8_12,SQ8_13,SQ8_14,SQ8_15,SQ8_16,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q1_1_FA,Q1_2_FA,Q1_3_FA,SQ8_16_FA
521,穀田＝恵二,こくた・けいじ,1,26,1,0,58,4,3,9,1,74,3,16,6,1,2,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,80,0,100,0,75,0,80,5,5,5,3,5,5,5,5,1,5,5,2,2,1,1,1,4,5,5,1,1,1,5,3,5,2,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,コロナ対策,99,99,99
522,堀場＝幸子,ほりば・さちこ,1,26,1,0,58,5,1,0,2,42,3,16,6,7,2,3,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,20,50,0,100,50,80,10,5,3,1,3,3,1,2,2,3,3,3,4,2,1,3,5,2,3,2,2,2,1,2,2,3,3,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,コロナ対応,99,99,地方分権
523,勝目＝康,かつめ・やすし,1,26,1,0,58,1,1,0,1,47,2,16,16,16,3,2,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,10,90,1,20,15,99,10,3,4,3,2,3,1,2,2,2,2,4,3,1,5,3,4,3,3,2,4,4,4,1,2,3,2,4,3,4,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,新型コロナ感染症対策及び社会・経済の再生,少子・高齢化対策,地方創生,地方自治の基本原則を明確化する
524,繁本＝護,しげもと・まもる,1,26,2,0,58,1,3,1,1,48,1,7,5,6,3,2,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,50,100,50,50,50,50,50,5,4,4,1,1,2,2,2,1,1,4,1,1,5,4,4,5,3,2,2,5,3,2,1,3,3,4,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99
525,前原＝誠司,まえはら・せいじ,1,26,2,0,58,6,3,9,1,59,2,5,1,2,4,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,999,999,999,999,999,999,999,3,5,3,3,3,2,2,3,1,3,4,3,2,3,2,3,2,3,3,2,3,3,2,3,4,3,3,3,4,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,99,99,99,99
526,地坂＝拓晃,ちさか・たくあき,1,26,2,0,66,4,1,0,1,48,1,5,7,15,2,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,90,0,100,0,90,0,90,5,5,5,3,5,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,99,99,99,99
527,中＝辰哉,なか・たつや,1,26,2,0,58,9,1,0,1,45,1,16,7,15,1,2,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,999,999,999,999,999,5,5,5,1,1,3,5,5,1,5,5,1,1,1,1,1,4,5,5,1,1,1,5,3,3,1,1,1,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,0,1,1,0,0,0,99,99,99,99,99,99,99,99,99,99,消費税廃止、現金給付金、社会保障費減免,99,99,99
528,井上＝博明,いのうえ・ひろあき,1,26,3,0,58,5,1,0,1,64,1,16,6,7,2,3,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,10,50,0,100,50,80,10,5,3,1,3,3,1,2,2,3,2,3,4,2,1,3,5,2,3,1,2,2,1,2,2,3,4,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,コロナ対応,99,99,地方分権改革
529,木村＝弥生,きむら・やよい,1,26,3,0,58,1,3,2,2,56,1,16,6,5,3,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,90,999,999,999,999,999,999,999,3,3,1,2,3,1,1,2,3,2,4,4,2,3,4,3,4,2,3,2,3,2,2,3,3,2,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,コロナ対策（パンデミック）,99,99,99
530,泉＝健太,いずみ・けんた,1,26,3,0,58,2,3,7,1,47,2,16,3,11,3,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,55,100,50,50,50,70,40,80,3,4,2,2,3,2,4,2,2,5,4,3,2,2,2,2,2,4,3,1,2,1,3,2,3,2,3,2,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,コロナ対策・危機管理,99,99,99
531,吉田＝幸一,よしだ・こういち,1,26,4,0,66,4,1,0,1,47,1,5,4,6,3,1,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,95,0,100,0,95,0,95,5,5,5,3,5,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,99,99,99,99
532,北神＝圭朗,きたがみ・けいろう,1,26,4,0,66,11,2,3,1,54,2,16,5,4,5,2,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,40,50,50,25,60,60,40,50,3,3,4,2,4,1,1,3,3,2,4,3,3,1,1,1,4,2,2,4,4,3,1,1,3,3,4,3,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,コロナ対策、景気対策,99,99,99
533,田中＝英之,たなか・ひでゆき,1,26,4,0,58,1,3,3,1,51,3,16,7,6,3,4,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,999,999,999,999,999,999,999,999,5,3,2,2,2,2,2,2,3,2,3,2,2,2,2,3,4,2,1,2,3,2,2,2,2,3,3,3,3,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,新型コロナ対策,99,99,99
534,山本＝和嘉子,やまもと・わかこ,1,26,5,0,58,2,3,1,2,53,1,16,16,16,2,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100,30,50,0,70,0,100,5,5,3,2,4,2,3,4,1,4,5,3,1,1,1,3,2,5,4,1,1,1,2,2,5,2,2,3,4,2,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,新型コロナ対策,地域経済の活性化,透明・公正で信頼される政府の確立,99
535,山内＝健,やまうち・けん,1,26,5,0,66,4,1,0,1,53,1,16,5,4,2,1,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,75,0,100,0,75,0,75,5,5,5,3,5,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,コロナ対策,99,99,99
536,井上＝一徳,いのうえ・かずのり,1,26,5,0,66,11,3,1,1,59,1,11,1,4,2,1,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,50,25,50,10,80,80,25,25,5,3,5,1,3,1,1,1,1,2,3,2,1,1,1,1,1,3,3,2,2,2,1,1,5,1,3,1,5,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,99,99,99,99
537,本田＝太郎,ほんだ・たろう,1,26,5,0,58,1,3,1,1,47,2,16,1,3,2,3,4,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,100,25,75,25,50,25,90,25,3,3,4,4,2,1,2,2,3,1,4,1,1,4,2,3,2,2,2,4,4,3,1,1,4,2,5,3,5,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,地方創生,99,99,99
538,中嶋＝秀樹,なかじま・ひでき,1,26,6,0,58,5,1,0,1,50,1,16,6,3,2,3,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,10,50,0,100,50,80,10,5,3,1,3,3,1,2,2,3,2,3,4,2,1,3,5,2,3,1,2,2,1,2,2,3,4,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,コロナ関係,99,99,地方分権に向けた改革
539,山井＝和則,やまのい・かずのり,1,26,6,0,58,2,3,7,1,59,2,7,5,6,4,3,1,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,1,0,999,100,999,999,999,100,999,100,5,5,4,1,5,2,5,3,1,5,5,2,1,1,2,3,5,5,4,1,1,1,2,2,5,3,3,2,3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,99,99,99,99
540,清水＝鴻一郎,しみず・こういちろう,1,26,6,0,66,1,2,2,1,75,1,16,6,2,2,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,100,0,100,0,50,50,80,0,5,5,4,1,1,1,1,3,1,2,5,1,1,1,2,3,3,3,3,4,4,3,2,1,3,3,3,1,5,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,新型コロナ対策,99,99,99
541,大西＝宏幸,おおにし・ひろゆき,1,27,1,0,58,1,3,2,1,54,1,7,6,1,3,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,100,20,80,0,0,30,50,0,4,4,4,2,3,2,3,3,2,2,4,2,2,3,3,3,2,3,2,3,3,2,3,2,4,2,3,3,4,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,99,99,99,99
542,井上＝英孝,いのうえ・ひでたか,1,27,1,0,58,5,3,3,1,50,2,16,6,7,2,3,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,999,999,999,999,100,999,999,999,5,3,1,3,3,1,2,2,3,2,3,4,2,1,3,5,2,3,1,2,2,1,2,2,3,4,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,コロナ対応,99,99,地方分権改革
543,村上＝賀厚,むらかみ・のりあつ,1,27,1,0,58,2,1,0,1,62,1,6,5,3,2,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,95,35,80,20,80,10,100,5,5,3,2,3,5,5,3,1,5,5,3,1,1,1,1,1,5,4,1,1,1,4,3,5,4,2,2,1,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,99,99,99,99
544,竹内＝祥倫,たけうち・よしのり,1,27,1,0,66,4,1,0,1,39,1,5,7,6,1,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,80,0,100,0,50,0,80,5,5,5,3,5,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,99,99,99
545,尾辻＝かな子,おつじ・かなこ,1,27,2,0,58,2,3,1,2,46,1,16,6,7,3,2,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,100,50,75,0,80,25,100,5,5,4,2,3,5,5,5,1,5,5,2,2,2,1,1,3,5,5,1,1,1,4,4,5,2,1,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,コロナ対策,99,99,99
546,左藤＝章,さとう・あきら,1,27,2,0,58,1,3,5,1,70,1,6,5,1,2,3,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90,30,70,20,20,50,70,20,2,4,3,4,4,1,2,2,3,1,4,2,2,4,3,2,3,2,2,4,4,2,2,2,3,2,4,4,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,99,99,99,99
547,守島＝正,もりしま・ただし,1,27,2,0,58,5,1,0,1,40,2,10,6,7,2,3,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,20,50,5,80,25,50,20,5,3,2,4,5,3,1,2,3,1,2,4,3,2,3,4,1,2,1,1,2,3,1,3,1,5,4,4,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,99,99,99,99
548,萩原＝仁,はぎはら・ひとし,1,27,3,0,58,2,2,1,1,54,1,16,2,10,3,2,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,50,100,0,50,50,50,50,100,5,4,3,1,1,3,3,2,1,4,3,2,1,1,2,1,3,3,3,2,3,3,2,3,3,2,2,1,3,2,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,コロナ対策,99,99,99
549,中条＝栄太郎,ちゅうじょう・えいたろう,1,27,3,0,66,11,1,0,1,52,1,1,16,16,2,7,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,90,0,0,10,85,20,88,0,5,1,1,2,1,1,1,1,5,5,3,2,1,5,1,1,5,5,1,5,1,3,5,1,5,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,99,少子化対策,大阪都構想,99
550,佐藤＝茂樹,さとう・しげき,1,27,3,0,66,3,3,9,1,62,2,16,5,3,2,3,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90,30,100,10,80,50,90,30,3,4,4,2,2,1,3,1,1,2,4,2,2,4,3,3,2,2,3,2,3,2,1,3,3,4,4,4,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,新型コロナウイルス感染症対策,99,99,99
551,渡部＝結,わたなべ・ゆい,1,27,3,0,66,4,1,0,2,40,1,16,16,16,2,1,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,10,90,0,100,0,0,0,90,5,5,5,3,5,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,コロナ対策,新自由主義をやめて、格差と貧困を是正する,ジェンダー平等施策,99
552,清水＝忠史,しみず・ただし,1,27,4,0,58,4,3,2,1,53,1,16,2,6,1,4,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,999,0,100,0,999,0,999,5,5,5,1,5,5,5,5,1,5,5,3,1,1,1,1,4,5,5,1,1,1,5,3,5,1,1,2,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,新型コロナ対策,99,99,99
553,美延＝映夫,みのべ・てるお,1,27,4,0,58,5,3,1,1,60,2,16,6,3,2,3,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,10,50,0,100,50,80,10,5,3,1,3,3,1,2,2,3,2,3,4,2,1,3,5,2,3,1,2,2,1,2,2,3,4,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,コロナ対応,99,99,地方分権改革
554,吉田＝治,よしだ・おさむ,1,27,4,0,58,2,2,4,1,59,1,16,7,5,1,2,3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,50,100,50,60,0,80,0,90,5,5,5,1,1,2,3,3,3,3,4,2,2,2,3,3,3,3,3,2,3,2,2,1,4,2,3,3,2,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,コロナ対策,99,99,99
555,中山＝泰秀,なかやま・やすひで,1,27,4,0,58,1,3,5,1,51,1,1,8,5,2,3,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,50,100,50,50,50,100,50,3,3,5,2,2,1,1,2,1,1,3,3,1,3,3,3,3,3,2,3,3,1,1,1,2,2,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,99,99,インターネット、サイバー領域における基本的人権
556,籠池＝諄子,かごいけ・じゅんこ,1,27,5,0,66,11,1,0,2,64,1,16,16,12,5,99,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,20,0,20,0,0,0,20,5,5,5,5,5,3,1,3,1,5,5,1,1,1,3,1,4,5,5,3,5,5,5,1,5,1,1,5,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,1,99,99,99,99,99,99,99,99,99,99,自公がふれられたくない森友事件の真相究明,司法改革,99,99
557,大石＝晃子,おおいし・あきこ,1,27,5,0,58,9,1,0,2,44,3,3,6,7,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,55,50,55,50,50,50,50,5,5,5,1,1,3,5,5,1,5,5,1,1,1,1,3,3,5,5,1,1,1,5,3,3,1,1,1,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,99,99,99,99
558,宮本＝岳志,みやもと・たけし,1,27,5,0,58,4,2,4,1,61,3,6,5,15,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,100,0,100,0,100,0,100,5,5,5,3,5,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,99,99,99,99
559,国重＝徹,くにしげ・とおる,1,27,5,0,66,3,3,3,1,46,2,16,3,5,3,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,999,100,999,999,999,999,999,3,4,4,1,2,2,4,3,1,2,4,2,1,4,2,3,2,4,2,1,1,1,2,4,4,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,コロナ対策,99,99,「デジタル社会における人権保障のあり方」や「緊急事態における国会議員の任期延長」などの議論を深め検討する。
560,伊佐＝進一,いさ・しんいち,1,27,6,0,66,3,3,3,1,46,2,16,6,1,2,3,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70,20,100,10,70,50,70,20,2,4,2,4,2,2,3,3,1,2,4,3,2,4,2,3,2,3,2,2,1,1,2,4,3,4,3,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,コロナ対応,99,99,生命倫理、地球環境
561,村上＝史好,むらかみ・ふみよし,1,27,6,0,58,2,3,3,1,69,1,16,6,1,2,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,75,25,70,25,70,10,70,3,3,3,4,4,3,3,3,3,4,4,3,2,2,2,2,3,3,3,3,3,3,3,3,4,3,3,4,3,2,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,新型コロナ対策,99,99,99
562,星＝健太郎,ほし・けんたろう,1,27,6,0,66,11,1,0,1,41,1,10,5,2,6,3,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,50,0,0,0,50,30,30,0,3,2,2,4,3,2,2,2,2,3,4,3,3,4,2,3,3,2,2,3,3,3,2,1,3,3,3,4,3,2,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,99,99,99,99
563,奥下＝剛光,おくした・たけみつ,1,27,7,0,58,5,1,0,1,46,2,16,10,6,2,3,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,60,0,60,0,90,50,85,0,5,2,1,3,3,1,2,3,3,2,3,4,1,1,4,5,1,3,2,2,3,2,2,2,3,4,3,2,2,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,コロナ対応策,99,99,地方分権改革
564,渡嘉敷＝奈緒美,とかしき・なおみ,1,27,7,0,58,1,3,4,2,59,1,6,9,12,3,2,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,100,50,100,50,50,50,100,50,3,3,3,3,3,2,2,2,2,2,3,3,3,4,3,3,2,2,2,4,3,4,2,2,3,3,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,99,99,99,99
565,川添＝健真,かわそえ・たつま,1,27,7,0,66,4,1,0,1,39,1,5,7,12,2,1,5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75,0,100,0,60,0,75,5,5,5,3,5,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,99,99,99,99
566,乃木＝涼介,のぎ・りょうすけ,1,27,7,0,58,2,1,0,1,57,1,16,16,5,2,5,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,98,40,50,30,70,50,95,2,3,4,4,2,3,3,3,2,3,4,2,2,1,3,2,3,3,4,3,3,2,4,4,3,4,3,3,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,コロナ対策,税制改革による中間層の充実化,99,99
567,西川＝弘城,にしかわ・ひろき,1,27,7,0,58,9,1,0,1,56,1,16,7,13,1,2,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,999,0,999,0,999,999,999,5,5,5,1,1,3,5,5,1,5,5,1,1,1,1,1,4,5,5,1,1,1,5,3,3,1,1,1,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,0,1,1,0,0,0,99,99,99,99,99,99,99,99,99,99,給付金、社会保障費減免、消費税廃止など,99,99,99
568,高麗＝啓一郎,こうらい・けいいちろう,1,27,8,0,58,1,1,0,1,41,1,5,2,11,2,3,4,1,0,1,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,100,999,999,999,999,999,999,999,2,3,3,3,4,2,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,2,3,4,2,3,3,3,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99
569,漆間＝譲司,うるま・じょうじ,1,27,8,0,58,5,1,0,1,47,2,16,6,3,2,3,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,10,50,0,100,50,80,10,5,3,1,3,3,1,2,2,3,2,3,4,2,1,3,5,2,3,1,2,2,1,2,2,3,4,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,コロナ対応,99,99,地方分権改革
570,松井＝博史,まつい・ひろふみ,1,27,8,0,58,2,1,0,1,53,1,16,6,7,2,4,3,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,50,100,50,50,50,100,50,100,3,5,5,2,2,3,3,3,1,5,5,2,1,3,1,3,2,5,3,1,3,1,3,2,5,3,3,3,3,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,コロナ対策,99,99,99
